,PropertyFrontage,PropertyArea,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasonryVeneerArea,ExterQual,BasementQuality,BasementCondition,BasementFinishSquareFeet1,BasementUnFinishSquareFeet,TotalBasementSquareFeet,FirstFloorSquareFeet,SecondFloorSquareFeet,LowQualFinSF,AboveGradeGroundLiving Area,BasementFullBath,BasementHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRoomsAboveGrade,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,MiscVal,YrSold,SaleCondition,SalePrice,PropertySubClass_1-1/2 STORY - UNFINISHED ALL AGES,PropertySubClass_1-1/2 STORY FINISHED ALL AGES,PropertySubClass_1-STORY 1945 & OLDER,PropertySubClass_1-STORY 1946 & NEWER ALL STYLES,PropertySubClass_1-STORY PUD 1946 & NEWER,PropertySubClass_1-STORY W/FINISHED ATTIC ALL AGES,PropertySubClass_2 FAMILY CONVERSION - ALL STYLES AND AGES,PropertySubClass_2-1/2 STORY ALL AGES,PropertySubClass_2-STORY 1945 & OLDER,PropertySubClass_2-STORY 1946 & NEWER,PropertySubClass_2-STORY PUD - 1946 & NEWER,PropertySubClass_DUPLEX - ALL STYLES AND AGES,PropertySubClass_PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,PropertySubClass_SPLIT FOYER,PropertySubClass_SPLIT OR MULTI-LEVEL,PropertyZone_C (all),PropertyZone_Floating Village Residential,PropertyZone_Residential High-Density,PropertyZone_Residential Low-Density,PropertyZone_Residential Medium Density,Street_Gravel,Street_Paved ,PropertyShape_Irregular,PropertyShape_Moderately Irregular,PropertyShape_Regular,PropertyShape_Slightly irregular,PropertyContour_Hillside ,PropertyContour_Level,PropertyContour_Low lying area,PropertyContour_Significant Slope,Utilities_All public Utilities ,Utilities_Electricity and Gas Only,PropertyConfig_Corner,PropertyConfig_CulDSac,PropertyConfig_FR2,PropertyConfig_FR3,PropertyConfig_Inside,PropertySlope_Gentle slope ,PropertySlope_Moderate slope ,PropertySlope_Severe slope ,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear Creek,Neighborhood_College Creek,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa DOT and Rail Road,Neighborhood_MeadowV,Neighborhood_Mitchell,Neighborhood_NAmes,Neighborhood_Northpark Villa,Neighborhood_Northridge,Neighborhood_Northridge Heights,Neighborhood_Northwest Ames,Neighborhood_Old Town,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_Stone Brook,Neighborhood_Timberland,Neighborhood_Veenker,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Gravel & Tar,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasonryVeneerType_BrkCmn,MasonryVeneerType_BrkFace,MasonryVeneerType_Stone,ExterCond_Average/Typical ,ExterCond_Ex,ExterCond_Fair,ExterCond_Good,ExterCond_Poor,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BasementExposure_Average Exposure ,BasementExposure_Good Exposure,BasementExposure_Mimimum Exposure,BasementExposure_No,BasementFinishType1_ Below Average Living Quarters,BasementFinishType1_Average Living Quarters,BasementFinishType1_Average Rec Room,BasementFinishType1_Good Living Quarters,BasementFinishType1_Low Quality,BasementFinishType1_No,BasementFinishType1_Unfinished,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Average/Typical ,HeatingQC_Ex,HeatingQC_Fair,HeatingQC_Good,HeatingQC_Poor,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_No,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,PropertyAge,TotalSquareFeet,YearsSinceRemodel
85,121,16059,5.0,1.0,7.0,8,1991,1992,3.0,284,3.0,3.0,0.0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,2.0,9,1,5.0,1991.0,2,462,0.0,5.0,127,82,0,0,0,0,0,2006,5.0,260000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3705,14
86,122,11911,5.0,1.0,7.0,6,2005,2005,1.0,0,3.0,3.0,0.0,0,684,684,684,876,0,1560,0,0,2,1,3,1,2.0,6,1,2.0,2005.0,2,400,0.0,5.0,100,38,0,0,0,0,0,2009,5.0,174000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2244,4
87,40,3951,5.0,2.0,7.0,6,2009,2009,1.0,76,3.0,3.0,0.0,0,612,612,612,612,0,1224,0,0,2,1,2,1,2.0,4,0,3.0,2009.0,2,528,0.0,5.0,0,234,0,0,0,0,0,2009,4.0,164500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1836,0
88,105,8470,2.0,1.0,1.0,3,1915,1982,3.0,0,2.0,0.0,1.0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,1.0,6,0,3.0,1980.0,0,0,4.0,3.0,0,0,156,0,0,0,0,2009,0.0,85000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,94,2026,27
89,60,8070,5.0,1.0,0.0,4,1994,1995,1.0,0,0.0,3.0,0.0,588,402,990,990,0,0,990,1,0,1,0,3,1,3.0,5,0,3.0,1980.0,0,0,4.0,3.0,0,0,0,0,0,0,0,2007,5.0,123600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1980,12
91,85,8500,5.0,1.0,0.0,5,1961,1961,3.0,203,0.0,0.0,0.0,600,635,1235,1235,0,0,1235,0,0,1,0,2,1,3.0,6,0,3.0,1961.0,2,480,0.0,5.0,0,0,0,0,0,0,0,2006,0.0,98600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2470,45
92,80,13360,5.0,1.0,0.0,5,1921,2006,1.0,0,0.0,3.0,0.0,713,163,876,964,0,0,964,1,0,1,0,2,1,3.0,5,0,3.0,1921.0,2,432,0.0,5.0,0,0,44,0,0,0,0,2009,5.0,163500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,1840,3
93,60,7200,5.0,4.0,6.0,6,1910,1998,3.0,0,0.0,0.0,1.0,1046,168,1214,1260,1031,0,2291,0,1,2,0,4,2,3.0,9,1,2.0,1900.0,2,506,0.0,5.0,0,0,0,0,99,0,0,2007,5.0,133900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97,3505,9
94,69,9337,5.0,1.0,7.0,6,1997,1997,1.0,0,0.0,3.0,0.0,648,176,824,905,881,0,1786,1,0,2,1,3,1,2.0,7,0,3.0,1997.0,2,684,0.0,5.0,0,162,0,0,0,0,0,2007,5.0,204750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,2610,10
95,0,9765,5.0,1.0,7.0,6,1993,1993,1.0,68,1.0,3.0,2.0,310,370,680,680,790,0,1470,0,0,2,1,3,1,3.0,6,1,5.0,1993.0,2,420,0.0,5.0,232,63,0,0,0,0,480,2009,5.0,185000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2150,16
96,78,10264,5.0,1.0,0.0,7,1999,1999,1.0,183,3.0,3.0,0.0,1162,426,1588,1588,0,0,1588,0,0,2,0,3,1,2.0,6,0,3.0,1999.0,2,472,0.0,5.0,158,29,0,0,0,0,0,2006,5.0,214000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3176,7
97,73,10921,5.0,1.0,0.0,4,1965,1965,3.0,48,0.0,0.0,0.0,520,440,960,960,0,0,960,1,0,1,0,3,1,3.0,6,0,3.0,1965.0,1,432,0.0,5.0,120,0,0,0,0,0,0,2007,5.0,94750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,1920,42
98,85,10625,5.0,1.0,0.0,5,1920,1950,1.0,0,0.0,0.0,0.0,108,350,458,835,0,0,835,0,0,1,0,2,1,3.0,5,0,3.0,1920.0,1,366,2.0,5.0,0,0,77,0,0,0,400,2010,0.0,83000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,90,1293,60
99,77,9320,5.0,1.0,0.0,4,1959,1959,1.0,0,0.0,0.0,0.0,569,381,950,1225,0,0,1225,1,0,1,1,3,1,3.0,6,0,3.0,1980.0,0,0,4.0,3.0,352,0,0,0,0,0,400,2010,5.0,128950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,2175,51
100,0,10603,5.0,1.0,0.0,6,1977,2001,1.0,28,0.0,0.0,0.0,1200,410,1610,1610,0,0,1610,1,0,2,0,3,1,2.0,6,2,5.0,1977.0,2,480,0.0,5.0,168,68,0,0,0,0,0,2010,5.0,205000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,3220,9
101,77,9206,5.0,1.0,7.0,6,1985,1985,1.0,336,3.0,3.0,0.0,0,741,741,977,755,0,1732,0,0,2,1,3,1,2.0,7,1,5.0,1985.0,2,476,0.0,5.0,192,46,0,0,0,0,0,2010,5.0,178000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2473,25
103,94,10402,5.0,1.0,0.0,7,2009,2009,1.0,0,0.0,3.0,0.0,0,1226,1226,1226,0,0,1226,0,0,2,0,3,1,2.0,6,0,3.0,2009.0,3,740,0.0,5.0,0,36,0,0,0,0,0,2010,5.0,198900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2452,1
104,0,7758,5.0,1.0,1.0,7,1931,1950,1.0,600,0.0,0.0,0.0,224,816,1040,1226,592,0,1818,0,0,1,1,4,1,3.0,7,2,5.0,1951.0,1,240,0.0,5.0,0,0,0,0,184,0,0,2007,5.0,169500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,2858,57
105,75,9375,5.0,1.0,7.0,8,2003,2004,3.0,768,3.0,1.0,0.0,0,1053,1053,1053,939,0,1992,0,0,2,1,3,1,2.0,9,1,2.0,2003.0,2,648,0.0,5.0,140,45,0,0,0,0,0,2008,5.0,250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3045,4
106,60,10800,5.0,1.0,0.0,4,1885,1995,4.0,0,0.0,2.0,0.0,0,641,641,1047,0,0,1047,0,0,1,0,2,1,3.0,6,0,3.0,1954.0,1,273,2.0,1.0,0,0,0,0,0,0,450,2007,5.0,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,1688,12
107,50,6000,5.0,1.0,0.0,5,1948,1950,1.0,0,0.0,0.0,0.0,104,516,789,789,0,0,789,0,0,1,0,2,1,3.0,5,0,3.0,1948.0,1,250,0.0,5.0,0,0,0,0,0,0,0,2008,4.0,115000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1578,58
108,85,8500,5.0,1.0,1.0,5,1919,2005,1.0,0,0.0,0.0,0.0,0,793,793,997,520,0,1517,0,0,2,0,3,1,1.0,7,0,3.0,1980.0,0,0,4.0,3.0,0,0,144,0,0,0,0,2007,5.0,115000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,2310,2
